NAME,AIaaS Stack Level,Category,Industry,Sub-Category,Description,URL,Source(s),,,,,,
Sayso,ML Powered Tool,Process Automation,N/A,Media Transformation (Audio),"* Understand accents better with accent-modulating software
- Our mission is to help English speakers around the world understand each other with ease, work productively and grow human connection.
- Sayso is a real-time accent modulating software. Built by a hard-tech startup pushing boundaries in audio science, AI and online collaboration.",www.sayso.ai,ScaleVP,,,,,,
Monterey,ML Powered Tool,Process Automation,N/A,Product development,"* Copilot for Product Development
- Don't write another Product Requirement Document that your team will ignore anyway. Define, design, and deliver with Monterey.",www.monterey.ai,ScaleVP,,,,,,
Darwin AI,ML Powered Tool,Process Automation,N/A,Quality control,"DarwinAI helps manufacturers transform their visual quality inspection with 
leading artificial intelligence to improve product quality, operator 
efficiency, and production cost savings.",https://www.darwinai.com/,FirstMark,,,,,,
Zilliz,ML Powered Tool,Process Automation,N/A,Querying,"Zilliz builds vector database, the world’s most advanced vector similarity 
search engine, to accelerate development of next generation data fabric. 
Milvus is currently an incubation-stage project at the LF AI & Data 
Foundation, and is capable of managing massive unstructured datasets. The 
platform's efficiency and reliability simplify the process of deploying AI 
and MLOps at scale. * Zilliz is a leading vector database company for enterprise-grade AI*",https://zilliz.com/,"FirstMark, ScaleVP",,,,,,
Amazon CloudSearch,ML Powered Tool,Process Automation,N/A,Querying,"Quickly add rich, scalable search capabilities to your website or 
application with support for 34 languages and search features like 
highlighting, autocomplete, and geospatial search.",https://aws.amazon.com/cloudsearch/,FirstMark,,,,,,
Inflection,ML Powered Tool,Process Automation,N/A,Search (Computer language translation),"Developer of artificial intelligence (AI) platform designed to improve human-computer interaction. The company's platform addresses the problem"" that humans need to simplify the requests they make to computers and adjust the language to fit what machines can understand, enabling clients to have a seamless experience in understanding machine language",www.inflection.ai,ScaleVP,,,,,,
Qdrant,ML Powered Tool,Process Automation,N/A,"Search (vector, open source, workflow integration)","* Open source neural search engine
- Make the most of your Unstructured Data
- Qdrant is a vector similarity engine. It deploys as an API service providing search for the nearest high-dimensional vectors.
With Qdrant, embeddings or neural network encoders can be turned into full-fledged applications for matching, searching, recommending, and much more!",www.qdrant.tech,ScaleVP,,,,,,
Weaviate,ML Powered Tool,Process Automation,N/A,"Search (vector, open source, workflow integration)","* Weaviate • Vector Search Engine
- Weaviate is an open source vector search engine that stores both objects and vectors, allowing for combining vector search with structured filtering with the fault-tolerance and scalability of a cloud-native database, all accessible through GraphQL, REST, and various language clients.",www.semi.technology,ScaleVP,,,,,,
Marqo,ML Powered Tool,Process Automation,N/A,Search (workflow integration),"* Search the way you think.
- An open-source tensor search framework that seamlessly integrates with your applications, websites, and workflows.",www.marqo.ai,ScaleVP,,,,,,
You,ML Powered Tool,Process Automation,N/A,Search engine,The search engine you control.,https://you.com/,BWGAI,,,,,,
Metaphor,ML Powered Tool,Process Automation,N/A,Search engine,"* Web search hasn't changed in 20 years. We're building a new search engine from scratch, using the same ideas behind DALL-E and Stable Diffusion. 
- It understands language — in the form of prompts — so you can say what you're looking for in all the expressive and creative ways you can think of. And, if we're lucky, it might make the internet feel a little less like a wall of ads.",metaphor.so,"ScaleVP, BWGAI",,,,,,
Needl,ML Powered Tool,Process Automation,N/A,Search engine,"* One app to search them all
- Spend less time searching, and more time [X]",www.needl.tech,ScaleVP,,,,,,
Andi,ML Powered Tool,Process Automation,N/A,Search engine,"* Hello! I'm Andi, your smart search assistant. The more detailed your question, the better I can help",www.andisearch.com,"ScaleVP, BWGAI",,,,,,
Perplexity.ai,ML Powered Tool,Process Automation,N/A,Search Engine,We are a stealth mode startup working on redefining search experience,https://perplexity.ai/,BWGAI,,,,,,
Hello,ML Powered Tool,Process Automation,N/A,Search engine (for devs),"* The search engine for instant answers.
- [For developers]",beta.sayhello.so,ScaleVP,,,,,,
Oto.ai,ML Powered Tool,Process Automation,N/A,Speech Analytics,"OTO Systems - DeepTone™ understands key human behaviors and sounds in 
real-time providing you with a rich acoustic map of your voice data.",oto.ai,CAI,,,,,,
AssemblyAI,ML Powered Tool,Process Automation,N/A,Text-to-Speech,"AssemblyAI is the fastest way to build with AI for audio. With a simple 
API, get access to production-ready AI models to transcribe and understand 
speech.",assemblyai.com,CAI,,,,,,
Fireflies AI,ML Powered Tool,Process Automation,N/A,Text-to-Speech,"Fireflies.ai helps your team record, transcribe, search, and analyze voice 
conversations.",fireflies.ai,CAI,,,,,,
Unbabel,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Unbabel offers multilingual translation services in more than 30 languages 
to enhance your customer service experiences.",https://unbabel.com/,FirstMark,,,,,,
Deepgram,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Deepgram Automatic Speech Recognition helps you build voice applications 
with better, faster, more economical transcription at scale.",http://deepgram.com,FirstMark,,,,,,
Nuance,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Our innovations in voice, natural language understanding, reasoning and systems integration come together to create more human technology. Learn more.",http://www.nuance.com/,FirstMark,,,,,,
Amazon Transcribe,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Amazon Transcribe is an automatic speech recognition (ASR) service that 
makes it easy for developers to add speech to text capability to their 
applications",https://aws.amazon.com/transcribe/,FirstMark,,,,,,
Azure Cognitive Services,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Azure Cognitive Services brings AI to developers through APIs that don't 
require machine-learning expertise. Learn how to build AI solutions in 30 
days.",https://azure.microsoft.com/en-gb/services/cognitive-services/#api,FirstMark,,,,,,
Apple Siri,ML Powered Tool,Process Automation,N/A,Transcription/Translation,Get everyday tasks done with just your voice. And the strongest privacy of any intelligent assistant.,https://www.apple.com/siri/,FirstMark,,,,,,
Atexto,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Atexto is the most powerful platform to improve speech recognition 
accuracy, fairness, and language support.",https://www.atexto.com/,FirstMark,,,,,,
Papercup,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Next-gen AI Dubbing service that automates video translation. Now you can 
localize your videos into multiple languages with a human-sounding 
voiceover at scale.",https://www.papercup.com/,"FirstMark, ScaleVP",,,,,,
Elai.io,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"* AI Dubbing with Elai.io
- Translate your existing videos into multiple languages",www.elai.io,ScaleVP,,,,,,
Eleven Labs,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"* New Frontier in Automatic Dubbing
- Eleven Labs is creating tools to automatically dub your videos and podcasts into other languages, while preserving the distinctive features of the speaker’s voice at a fraction of the cost and time of traditional solutions.",www.elevenlabs.io,ScaleVP,,,,,,
Soniox,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"* Groundbreaking Speaker AI
- Speaker Diarization: Auto-detects ""who said what"" with 96% accuracy. 5x more accurate than Google, Amazon and Microsoft
- Speaker Identification. Determines speaker identities",www.soniox.com,ScaleVP,,,,,,
Native Chats,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"* Native - your partner for seamless communication across languages
- Native empowers everyone–vendors, customers, employees–to connect and communicate more effectively with our AI-enabled, real-time messaging and translation platform. With language barriers out of the way, people form deeper connections and business flows more efficiently. And that’s better for everyone’s bottom line.",www.nativechats.com,ScaleVP,,,,,,
LoopPanel,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"* Actionable User Insights in Minutes
- Smart transcripts. Shareable video clips. Live note-taking. Plug-and-play with Zoom.",www.looppanel.com,ScaleVP,,,,,,
Otter.ai,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Otter.ai uses artificial intelligence to empower users with real-time 
transcription meeting notes that are shareable, searchable, accessible and 
secure.",https://otter.ai/,"FirstMark, CAI",,,,,,
Speechmatics,ML Powered Tool,Process Automation,N/A,Transcription/Translation,The Most Accurate and Inclusive Speech-to-Text Technology,speechmatics.com,CAI,,,,,,
Cogram,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"* Effortless meeting notes and action items
‍- Cogram takes automatic notes in virtual meetings and identifies action items, while keeping your data private and secure.",www.cogram.com,"ScaleVP, BWGAI",,,,,,
Vowel,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Vowel makes meetings better with video conferencing, meeting transcription, 
instant recordings, and collaborative agendas + notes — all in one place.",vowel.com,CAI,,,,,,
GoTranscript,ML Powered Tool,Process Automation,N/A,Transcription/Translation,One of the Largest Online Transcription and Translation Agencies in the World,gotranscript.com,CAI,,,,,,
Rev.ai,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Rev AI is the most accurate speech-to-text API on the market at only 
2.0¢/min. Get your first transcript in minutes. Sign up for a free trial.",rev.ai,CAI,,,,,,
SimonSays,ML Powered Tool,Process Automation,N/A,Transcription/Translation,"Accurate transcription, captions, subtitles, & translation for audio/video 
by Simon Says AI. Featured in Apple's Keynote. Built for video pros, 
integrates with Premiere, FCPX, Avid, Resolve, & more.",simonsays.ai,CAI,,,,,,
Modulate,ML Powered Tool,Process Automation,N/A,Voice chat moderation,Modulate is a leader in the fight against toxic online behavior.,https://www.modulate.ai/,FirstMark,,,,,,
